nn1_max50_target_mean,nn1_max100_target_mean,nn1_max200_target_mean,nn1_max500_target_mean,nn3_max50_target_mean,nn3_max100_target_mean,nn3_max200_target_mean,nn3_max500_target_mean,nn5_max50_target_mean,nn5_max100_target_mean,nn5_max200_target_mean,nn5_max500_target_mean,nn10_max50_target_mean,nn10_max100_target_mean,nn10_max200_target_mean,nn10_max500_target_mean,nn1_max50_count,nn1_max100_count,nn1_max200_count,nn1_max500_count,nn3_max50_count,nn3_max100_count,nn3_max200_count,nn3_max500_count,nn5_max50_count,nn5_max100_count,nn5_max200_count,nn5_max500_count,nn10_max50_count,nn10_max100_count,nn10_max200_count,nn10_max500_count,nn1_max50_dist_mean,nn1_max100_dist_mean,nn1_max200_dist_mean,nn1_max500_dist_mean,nn3_max50_dist_mean,nn3_max100_dist_mean,nn3_max200_dist_mean,nn3_max500_dist_mean,nn5_max50_dist_mean,nn5_max100_dist_mean,nn5_max200_dist_mean,nn5_max500_dist_mean,nn10_max50_dist_mean,nn10_max100_dist_mean,nn10_max200_dist_mean,nn10_max500_dist_mean,dist_to_nearest_underperf,dist_to_nearest_normal,underperforming
0.0,0.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.6,1,1,1,1,3,3,3,3,5,5,5,5,6,10,10,10,13.009283713728955,13.009283713728955,197.0822568336076,197.0822568336076,12.093819062752694,43.6176368019813,127.32181623182176,151.2866419147584,13.713398793864547,59.67137463626496,116.37215972145688,161.43155970169917,16.383078889179703,51.32663306653039,128.00413717716285,165.0764880021697,197.0822568336076,13.009283713728955,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.1,0.1,0.1,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,0.6524281207159616,0.6524281207159616,0.6524281207159616,0.6524281207159616,0.968299432762735,0.968299432762735,0.968299432762735,0.968299432762735,7.323456147310236,18.12988385962209,18.12988385962209,18.12988385962209,13.347577305862472,44.83159199378851,48.10333363590027,48.10333363590027,29.505864051402014,0.6524281207159616,0
1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,0.08013426895221124,0.08013426895221124,0.08013426895221124,0.08013426895221124,5.802589267078048,5.802589267078048,5.802589267078048,5.802589267078048,6.893274639634666,6.893274639634666,6.893274639634666,6.893274639634666,7.045118186637504,7.045118186637504,7.045118186637504,7.045118186637504,0.08013426895221124,11.509566533955281,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.7,0.4,0.4,0.4,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,0.28855659767898467,0.28855659767898467,0.28855659767898467,0.28855659767898467,0.33244899851724036,0.33244899851724036,0.33244899851724036,0.33244899851724036,10.745880056001436,18.063602351694175,18.063602351694175,18.063602351694175,21.394929050441057,44.9387942689674,50.80390030174097,50.80390030174097,0.28855659767898467,69.32267616864755,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0.5,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,26.686632177926295,26.686632177926295,26.686632177926295,26.686632177926295,24.070424480906823,24.070424480906823,24.070424480906823,24.070424480906823,15.82672105968492,15.82672105968492,15.82672105968492,15.82672105968492,14.79666760138348,14.79666760138348,14.79666760138348,14.79666760138348,0.37627060879161245,26.686632177926295,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,20.36786537438996,20.36786537438996,20.36786537438996,20.36786537438996,13.687868772386535,13.687868772386535,13.687868772386535,13.687868772386535,14.299799867880376,14.299799867880376,14.299799867880376,14.299799867880376,18.009990517748996,18.009990517748996,18.009990517748996,18.009990517748996,1.7791188263132534,20.36786537438996,0
0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.4,0.2,0.4,0.3333333333333333,0.4,0.3,0.4,1,1,1,1,3,3,3,3,3,5,5,5,3,5,10,10,37.114842828399034,37.114842828399034,108.12264583752413,108.12264583752413,32.20987710961193,44.94938243759069,56.67339567354114,251.11410374835853,32.20987710961193,53.83125240162269,101.6800076196453,277.6379255155515,32.20987710961193,53.83125240162269,127.30704500815753,288.80132843987644,420.5263982437179,108.12264583752413,1
0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.3333333333333333,0.5,0.3333333333333333,0.2,0.4,0.5,0.3333333333333333,0.3,0.3,1,1,1,1,2,3,3,3,2,3,5,5,2,3,10,10,9.72988244920932,9.72988244920932,148.8025018485305,148.8025018485305,7.3800476774889585,25.932828790267592,102.95099235407754,152.3225186282974,7.3800476774889585,25.932828790267592,92.96041303786316,187.6981949523798,7.3800476774889585,25.932828790267592,117.32635809027556,211.54743777537087,298.4351715871523,148.8025018485305,0
1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.2,0.2,0.2,0.25,0.3,0.1,0.1,1,1,1,1,3,3,3,3,4,5,5,5,4,10,10,10,13.53707175933594,13.53707175933594,13.53707175933594,13.53707175933594,19.827595268493603,55.634302517367104,55.634302517367104,55.634302517367104,21.587577103521106,50.35549351895583,61.69879607278661,61.69879607278661,21.587577103521106,54.567771773628955,93.77280646947897,93.77280646947897,13.53707175933594,97.54398159068863,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.6666666666666666,0.7,1.0,1.0,1,1,1,1,3,3,3,3,5,5,5,5,6,10,10,10,48.7403097093645,48.7403097093645,48.7403097093645,48.7403097093645,42.23395462806934,42.23395462806934,42.23395462806934,42.23395462806934,39.80489799127541,58.96129898307165,65.0978158109499,89.14021275228924,37.02418373397115,52.53476188387805,110.68123361902242,198.5105004122202,48.7403097093645,272.65598546460456,1
0.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.8,1.0,1.0,0.0,0.4,0.7,0.8,1,1,1,1,3,3,3,3,3,5,5,5,3,10,10,10,33.5324027632768,64.6931162423465,64.6931162423465,64.6931162423465,37.5026187559614,72.00571229018996,100.3233060954049,100.3233060954049,37.5026187559614,75.41568859988305,108.75695884540337,108.75695884540337,37.5026187559614,67.9261014109076,131.3175326614261,164.12351183332663,64.6931162423465,248.04986340130668,0
1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.8,0.4,0.4,1.0,0.75,0.4,0.4,1,1,1,1,2,3,3,3,2,5,5,5,2,8,10,10,0.44574780979682455,57.501416869327834,162.00740491397175,228.52874669762897,1.2949182571502857,51.46846889369474,156.19085511106303,280.7428106286947,1.2949182571502857,63.18516305531345,150.6932330412938,291.22223324308027,1.2949182571502857,54.91446880594686,143.5672279226111,310.321069202374,306.9202916318274,228.52874669762897,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,1,1,1,1,3,3,3,3,4,5,5,5,4,10,10,10,0.007781329443178179,0.007781329443178179,0.007781329443178179,0.007781329443178179,8.648715272336725,30.477570421092338,93.37317373494477,93.37317373494477,15.82249994397323,30.625933402869,120.02275355243387,120.02275355243387,15.82249994397323,54.180149094714125,148.14081242178548,148.14081242178548,174.86912756565425,0.007781329443178179,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.2,1,1,1,1,3,3,3,3,3,5,5,5,3,10,10,10,19.509424024061623,19.509424024061623,19.509424024061623,19.509424024061623,16.02694123935353,71.44525084038463,86.23122286592314,86.23122286592314,16.02694123935353,48.58143044303057,73.15362451139076,139.40834647905993,16.02694123935353,61.756410317404026,88.18423830317143,129.62714577868888,215.71560451152516,19.509424024061623,0
1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.2,0.4,0.8,0.8,0.2,0.2,0.6,0.6,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,11.230407484482495,11.230407484482495,11.230407484482495,11.230407484482495,14.077656463334334,28.129343829668173,78.69519709318143,78.69519709318143,20.9696426584717,27.51475875414542,111.74521644129572,111.74521644129572,19.84348963181473,32.14466001747358,138.8357837426965,141.90439117460855,11.230407484482495,169.3606234047155,1
1.0,1.0,1.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.4,0.6,0.4,0.4,0.2,0.3,0.6,0.3,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,0.5122687113815875,0.5122687113815875,181.76131212283602,217.52415732413516,18.511636833354657,25.12195525830295,169.5940432177622,274.8168689957865,16.880040830665124,29.11967143976799,169.45601132394427,239.4221316503922,23.519232821642298,30.461402566599553,113.504717613339,239.58160042540595,181.76131212283602,217.52415732413516,1
0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,4.1105959160620085,4.1105959160620085,4.1105959160620085,4.1105959160620085,2.8874857990121625,2.8874857990121625,2.8874857990121625,2.8874857990121625,2.7175317636545895,2.7175317636545895,2.7175317636545895,2.7175317636545895,4.837931182973319,4.837931182973319,4.837931182973319,25.613164054407697,1.3724451835049027,4.1105959160620085,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,8.828739502058532,8.828739502058532,8.828739502058532,8.828739502058532,4.417580119103085,20.515358769950684,20.515358769950684,20.515358769950684,19.08683397219695,39.869337360910706,39.869337360910706,39.869337360910706,21.852328555227903,35.286968237206274,35.286968237206274,62.13260033650708,53.53401172266286,8.828739502058532,0
,0.0,0.0,0.0,,0.3333333333333333,0.3333333333333333,0.0,,0.3333333333333333,0.2,0.0,,0.3333333333333333,0.2,0.1,0,1,1,1,0,3,3,3,0,3,5,5,0,3,10,10,,58.03481918340685,164.09793899330032,164.09793899330032,,66.97302595292297,153.35487891169518,234.30118071168764,,66.97302595292297,163.9860816619734,319.60543953556544,,66.97302595292297,148.38216880826494,345.9208511727976,435.87559061496177,164.09793899330032,0
0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2,0.4,0.8,0.8,0.2,0.3,0.4,0.4,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,22.518331325128834,77.50743863613094,77.50743863613094,77.50743863613094,27.592159972132112,91.08883687352484,94.86376513692888,94.86376513692888,28.18891219346716,83.13774407281673,101.80848422088434,101.80848422088434,26.682622907911934,66.2423565756936,118.25450932960152,118.25450932960152,98.8402465574254,77.50743863613094,1
0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.8,0.2,0.2,0.0,0.5714285714285714,0.3,0.1,0.1,1,1,1,1,3,3,3,3,5,5,5,5,7,10,10,10,3.223761613842697,3.223761613842697,3.223761613842697,3.223761613842697,19.161561298713917,43.00391253128692,80.37343049535887,80.37343049535887,26.98063554745214,51.351390739470595,107.22792219754345,131.24277479625056,31.62187468182631,59.95338082430694,113.92230421074957,165.81202798856043,155.21822332942588,3.223761613842697,0
0.0,0.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4,0.4,0.4,0.4,0.6,0.2,0.6,0.6,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,32.417171725308215,32.417171725308215,154.09664187655204,154.09664187655204,38.96348852148285,52.839472170632654,102.48171129209199,102.48171129209199,41.29347952423138,70.93419646767227,111.97798904503627,111.97798904503627,40.444170944858065,71.65712370237426,108.89191430502122,135.42134031353436,154.09664187655204,120.93132027441573,0
1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2,0.4,0.6,0.6,0.2,0.2,0.4,0.5,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,0.5450919469213623,0.5450919469213623,0.5450919469213623,0.5450919469213623,23.503998935650785,58.383484847960005,122.88334191859992,122.88334191859992,22.610984679363213,68.3237077933853,108.6510776705517,108.6510776705517,31.01881464710513,61.9577552317128,109.43573840511824,162.610187253059,0.5450919469213623,177.59856742560348,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,11.053979498828111,11.053979498828111,11.053979498828111,11.053979498828111,7.931473396891678,7.931473396891678,7.931473396891678,7.931473396891678,8.18833703631106,19.361120091869445,19.361120091869445,19.361120091869445,17.395613046497694,26.536537309145746,37.26617636279383,37.26617636279383,263.1786344330808,11.053979498828111,0
1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4,0.4,0.4,0.4,0.4,0.3,0.2,0.2,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,31.191671691971873,31.191671691971873,31.191671691971873,31.191671691971873,28.15147495795524,62.63432476171469,91.63554471013016,91.63554471013016,20.108819882190957,68.32300226715805,120.11556818730696,120.11556818730696,27.847517542023155,59.348037616404426,113.40205724704097,158.9111717268469,31.191671691971873,158.24545376337323,0
1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4,0.4,0.8,0.8,0.3333333333333333,0.2,0.7,0.7,1,1,1,1,3,3,3,3,5,5,5,5,9,10,10,10,45.61648516414452,45.61648516414452,45.61648516414452,45.61648516414452,30.862847791716565,48.3051129225305,72.92733672606842,72.92733672606842,36.34053456335174,60.26856106267387,90.02624546945067,90.02624546945067,33.145541413659956,60.36791549644063,104.16277059393705,104.16277059393705,45.61648516414452,20.557580724229794,1
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.5,0.3,0.0,0.0,1,1,1,1,2,3,3,3,2,5,5,5,2,10,10,10,4.754193225898481,55.4582225779971,55.4582225779971,55.4582225779971,23.898331837765774,69.96104812472012,122.59626489887421,165.46813531498697,23.898331837765774,78.00347649325948,135.89560512961475,177.4476882824096,23.898331837765774,76.76573689725606,136.85037256153507,232.7607058479923,282.84496290718727,55.4582225779971,0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4,0.6,1.0,1.0,0.6,0.6,0.7,0.7,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,47.15708441936849,76.48849063172153,101.57166831753355,101.57166831753355,42.760952006910536,89.1819228014496,90.00575720435727,90.00575720435727,42.66562315928009,85.7209458800717,93.90700263973069,93.90700263973069,41.663968670017375,80.90580927295136,95.8107305778012,95.8107305778012,101.57166831753355,84.31038021746497,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.4,0.4,0.2,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,34.7632025725084,83.05740894368297,83.05740894368297,83.05740894368297,21.87956574222576,42.027424028340825,42.027424028340825,119.0271673770723,24.074052411398032,58.76042773352399,58.76042773352399,221.39209919038794,19.517780470256685,54.86355502857786,67.29810464584894,159.38452808535055,93.80288101043087,83.05740894368297,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1,1,1,1,1,3,3,3,1,5,5,5,1,8,10,10,10.524273798320205,84.57024957291956,84.57024957291956,84.57024957291956,10.524273798320205,60.25408158522296,60.25408158522296,60.25408158522296,10.524273798320205,74.85808919715436,83.78547808353207,83.78547808353207,10.524273798320205,78.66023733049788,107.6018753974437,107.6018753974437,124.66533901367346,84.57024957291956,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,1,1,1,1,2,3,3,3,2,5,5,5,2,5,10,10,35.28635759701006,81.64216859134393,81.64216859134393,81.64216859134393,37.02823634374667,67.59630945923475,114.70770514719295,188.21226032269212,37.02823634374667,64.54532164832621,132.10833212691523,247.71825289591402,37.02823634374667,64.54532164832621,126.51860090712793,274.1577332715873,335.0984443066844,81.64216859134393,0
0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6,0.4,0.2,0.0,0.3,0.6,0.2,0.0,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,19.945066433433205,19.945066433433205,181.75460786770302,290.3818914831303,16.593954486761337,57.84884145467955,159.3332874162654,270.8227191278063,22.71476134609885,59.0688371810498,136.14869868181307,321.03259296142795,28.280778473070683,45.73643622100674,145.12965847225047,346.92453251382574,471.5144590481859,290.3818914831303,0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8,1.0,1.0,0.0,0.5,1.0,1.0,1,1,1,1,2,3,3,3,2,5,5,5,2,10,10,10,49.84741708963916,73.08338029449914,121.89365516675483,121.89365516675483,34.48817673327797,77.4128798600305,145.85998366267725,174.0865563079516,34.48817673327797,76.02474900313503,124.62930530716758,177.56418268735865,34.48817673327797,77.6002962169352,133.92917894055614,174.87742525621047,121.89365516675483,247.97853946947026,1
,1.0,1.0,1.0,,0.5,0.6666666666666666,0.3333333333333333,,0.5,0.8,0.4,,0.5,0.5,0.3,0,1,1,1,0,2,3,3,0,2,5,5,0,2,10,10,,73.13458225953394,131.22366511632373,131.22366511632373,,81.58622340926058,166.01551374549933,213.3522859449198,,81.58622340926058,176.3125861112033,278.42446390847624,,81.58622340926058,168.67798507674965,307.5732341518885,131.22366511632373,185.285288173308,1
0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,0.878408390356942,0.878408390356942,0.878408390356942,0.878408390356942,23.478736603129565,47.189506645366066,47.189506645366066,47.189506645366066,33.59983173834959,57.70113606419475,57.70113606419475,57.70113606419475,37.33488746693984,58.62408720416407,58.62408720416407,58.62408720416407,53.36400856813123,0.878408390356942,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,6.938953164759845,6.938953164759845,6.938953164759845,6.938953164759845,10.165588433115467,10.165588433115467,10.165588433115467,10.165588433115467,13.747587365785296,13.747587365785296,13.747587365785296,13.747587365785296,20.07060753654995,20.07060753654995,20.07060753654995,20.07060753654995,64.59342578350088,6.938953164759845,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.3,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,48.1370611173569,48.1370611173569,152.84370424114618,152.84370424114618,43.43914077497585,43.43914077497585,128.6760780606944,261.45877609768036,38.842429748198114,46.23966814492981,143.03793327087848,318.35851378587057,38.36640518026925,40.410337170332596,143.20753407585124,365.9997519562152,302.0236395052978,152.84370424114618,1
1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,34.46367451372405,34.46367451372405,34.46367451372405,34.46367451372405,35.601403494880365,35.601403494880365,35.601403494880365,35.601403494880365,37.55509294478916,39.36642784368218,39.36642784368218,39.36642784368218,42.261572285556575,47.251278298103024,47.251278298103024,47.251278298103024,34.46367451372405,33.646775040542884,0
0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.2,0.2,0.4,0.4,0.2,0.2,0.4,1,1,1,1,3,3,3,3,5,5,5,5,5,10,10,10,43.85147298821208,43.85147298821208,129.74954573818857,129.74954573818857,41.41428159385686,65.60584031345782,113.17948841621637,113.17948841621637,31.373011988630186,66.55706421190816,101.59303875313333,191.98965410931592,31.373011988630186,65.56666607587931,106.14777811397391,268.71769170982265,165.9374465222485,129.74954573818857,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,1.3990106301170047,1.3990106301170047,1.3990106301170047,1.3990106301170047,1.4358628557732234,29.13056244577955,29.13056244577955,29.13056244577955,1.3058930174699177,51.1549802882441,51.1549802882441,51.1549802882441,19.345834763651336,49.20038012494528,49.20038012494528,49.20038012494528,103.81019921218801,1.3990106301170047,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.0,0.1,0.1,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,0.7155253989780497,50.123144760923516,50.123144760923516,50.123144760923516,20.369881218679115,45.20966029435838,45.20966029435838,45.20966029435838,20.40864423485133,47.554128926969724,75.5366187432068,75.5366187432068,23.49539911213262,46.816924781861516,81.91168597839778,81.91168597839778,150.42423897208204,50.123144760923516,0
0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6,0.6,0.8,0.6,0.6,0.4,0.7,0.7,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,12.654015280575047,12.654015280575047,12.654015280575047,12.654015280575047,29.69885854275998,39.225414236256995,71.34974156368693,121.56634057471666,29.756108744775833,32.72431150452161,103.41541541441833,182.60439359815382,28.09624787873448,59.04815624259506,99.43173243234693,264.01407565135776,45.08260425201935,12.654015280575047,1
1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5,0.4,0.8,1.0,0.5,0.5555555555555556,0.5,1,1,1,1,2,3,3,3,2,4,5,5,2,4,9,10,11.748335462394266,11.748335462394266,11.748335462394266,11.748335462394266,25.325937728242955,64.11485600619444,116.44510734878538,162.58294131483606,25.325937728242955,57.81202700316875,126.28391144394054,239.13396453634041,25.325937728242955,57.81202700316875,125.98187215091838,292.9691811440813,11.748335462394266,336.07644886431143,1
1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4,0.6,0.8,0.2,0.2,0.4,0.5,0.1,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,26.41975287691297,26.41975287691297,26.41975287691297,352.7951986299145,15.333733049009728,15.333733049009728,57.67414010060767,411.47153250853995,13.928445849688984,23.12006776204456,48.307218405447166,415.28319413617726,23.031289637559752,38.395597998406906,51.70658813556035,394.9116761752061,352.7951986299145,475.2831046183269,0
0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.2,0.2,0.4,0.4,0.3,0.5,0.4,0.4,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,6.3205755957704515,6.3205755957704515,6.3205755957704515,6.3205755957704515,30.827082745726432,44.97746431282411,72.61933095185783,72.61933095185783,26.244239613770503,50.71241269386212,65.57120685704695,65.57120685704695,26.99139401594342,59.592667349645055,72.3585268175126,72.3585268175126,121.69012168721707,6.3205755957704515,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,8.239809671952482,8.239809671952482,8.239809671952482,8.239809671952482,9.245649358687544,9.245649358687544,9.245649358687544,9.245649358687544,10.884644174732713,10.884644174732713,10.884644174732713,10.884644174732713,23.293887779650817,26.45674739098999,26.45674739098999,26.45674739098999,17.957802862224728,8.239809671952482,1
0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.2,0.2,0.0,0.1,0.2,0.1,1,1,1,1,3,3,3,3,5,5,5,5,5,10,10,10,48.949892978743286,55.94291450312711,55.94291450312711,55.94291450312711,42.29705738259383,54.36949890620506,87.01103485751075,87.01103485751075,42.76115498070847,69.29966313041685,73.63973735760406,73.63973735760406,42.76115498070847,66.90937236497709,98.55691284750291,119.69744884500543,103.38572955200276,55.94291450312711,1
0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.2,0.2,0.2,0.2,0.3,0.4,0.1,0.4,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,1.2838011569732946,1.2838011569732946,1.2838011569732946,1.2838011569732946,20.683659221491066,49.21926398704394,70.04001314018701,195.10465973520877,20.096338258479165,35.7810503081425,83.30684227323962,246.18132569699446,22.827489414191867,35.8201938841553,99.66944598658462,210.78328600808786,212.36874711415336,1.2838011569732946,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,42.10380639711741,42.10380639711741,128.27778251049807,128.27778251049807,34.695008635997674,34.695008635997674,133.56111525660572,133.56111525660572,37.85045732588519,37.85045732588519,119.78463564355022,119.78463564355022,40.50450719753566,40.50450719753566,100.23685968797463,125.34860155153675,109.08751249477757,128.27778251049807,0
1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,2.0909415459491916,2.0909415459491916,2.0909415459491916,2.0909415459491916,25.50363142653917,25.50363142653917,25.50363142653917,25.50363142653917,29.466070467406194,39.18636856114738,39.18636856114738,39.18636856114738,33.665545477695865,39.968220788647834,78.19021877962874,135.94139103657898,2.0909415459491916,37.665951471968945,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.2,0.2,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,35.18888189512778,35.18888189512778,35.18888189512778,35.18888189512778,25.56605701283844,25.56605701283844,25.56605701283844,25.56605701283844,25.948133183352354,25.948133183352354,42.964426111726546,42.964426111726546,24.797046275579966,43.4097214518276,45.06850215653723,45.06850215653723,103.30957603266252,35.18888189512778,0
0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.4,0.4,0.4,0.3,0.3,0.3,0.3,1,1,1,1,3,3,3,3,5,5,5,5,10,10,10,10,40.129201818632794,40.129201818632794,40.129201818632794,40.129201818632794,38.798640769056405,50.54567333384838,50.54567333384838,50.54567333384838,33.11888606383225,51.93627833789426,51.93627833789426,51.93627833789426,30.581526748977307,43.21814111252512,43.21814111252512,43.21814111252512,60.51990969577188,40.129201818632794,1
0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,0.2,0.8,0.8,0.2,0.2,0.4,0.7,1,1,1,1,3,3,3,3,5,5,5,5,5,10,10,10,19.70675366227666,19.70675366227666,104.0891660551296,104.0891660551296,23.09079974316811,64.7365417605086,114.05671023056902,114.05671023056902,25.80407824637289,71.28477272644402,107.85322777843166,153.4647903172542,25.80407824637289,65.80282637091952,139.40339119816596,228.77355208352236,104.0891660551296,213.79544427774795,1
